artist,popularity,followers,genres
Soul Asylum,57,648045,"alternative rock, grunge, permanent wave, pop rock, post-grunge"
Justin Bieber,92,79320329,"canadian pop, pop"
L'Rain,33,39100,collage pop
Steve Albini,16,12345,
Wade Robson,11,531,
Negligence,6,334,slovenian metal
Astrud Gilberto,62,300289,"bossa nova, brazilian jazz, lounge, samba-jazz, vocal jazz"
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Ab-Soul,64,1109193,"conscious hip hop, hip hop, rap, underground hip hop"
Taylor Swift,100,127838324,pop
Made famous by Katy Perry,18,285,
Nick Carter,41,262493,idol
Tove Lo,75,3642379,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
Susana Gómez Vázquez,2,140,
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Lisa Marie Presley,34,36665,
Adam Duritz,6,1243,
Paul Beasley,3,1403,contemporary gospel
Yellowcard,64,1546150,"alternative metal, pop punk, post-grunge, socal pop punk"
Eve Lafantaisie,0,1,
Luke Combs,87,11844802,"contemporary country, country"
Thomas Beckmann,22,643,
Stryper,47,172451,"christian metal, christian power metal, christian rock"
Ben Kweller,37,66031,"dallas indie, pop rock"
Sofia Carson,71,3681926,pop
Conan Gray,81,10659186,"bedroom pop, pop, pov: indie"
Los Tigres Del Norte,78,6383024,"banda, musica mexicana, norteno, ranchera"
Jessie Murph,76,1150367,"modern country pop, singer-songwriter pop"
Sha Na Na,46,34849,
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Minnz Piano,60,56493,
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Cardi B,80,24770146,"pop, rap"
Oathbreaker,29,68944,"belgian black metal, belgian metal, blackened hardcore, chaotic hardcore, drone metal, emotional black metal, gaian doom, neo-crust, post-black metal, post-metal"
Taylor & Prendergast,18,16,
Bernice Johnson Reagon,20,3290,"spirituals, women's music"
Blue Sky,32,256,chill house
Anitta,83,12821546,"funk pop, funk rj, pagode baiano, pop, pop nacional"
Jimmy Fallon,57,74954,
The Gatlin Brothers,18,5003,
Father John Misty,72,883826,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler"
São Paulo Underground,5,2106,nova musica paulista
Luh Tyler,66,361497,florida drill
Samira Wiley,0,2,
Now More Than Ever,20,4142,
Solo Soul,51,9439,venezuelan hip hop
Jonathan Stockhammer,49,751,
Jamie Lynn Spears,26,52464,post-teen pop
B.B. King,63,2774650,"blues, blues rock, classic rock, electric blues, jazz blues, soul, soul blues, traditional blues"
Serge Gainsbourg,57,582906,"chanson, french rock"
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
Chris Martin,66,59612,
Brandon Yates,42,11819,
Plotz,21,125,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Sam DeRosa,30,16459,
Eminem,93,94370716,"detroit hip hop, hip hop, rap"
Sonny Bono,12,1390,brill building pop
Trevor Hall,60,381671,"high vibe, south carolina indie"
NakamuraEmi,34,63829,japanese alternative pop
Harry Styles,85,33224687,pop
Nita Aviance,11,287,
Claire Cottrill,8,2004,
shutdown.exe,42,243,
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
Keite Young,22,1279,
Hagar,0,63,
Lipa Brach,3,17,
Katy Perry,86,35249477,pop
Tom Hanley,8,93,
Meek Mill,75,8029344,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
Jeffrey Wright,15,641,
Gracie Abrams,91,3457217,alt z
Marsha Ambrosius,47,552281,"british soul, contemporary r&b, hip pop, neo soul, r&b, urban contemporary"
Tom Waits,61,1409772,"folk, singer-songwriter"
Donald J. Trump,40,51763,
Alicia Keys,81,12270758,"neo soul, pop, r&b"
Childish Gambino,81,13632628,"atl hip hop, hip hop, rap"
Cardi B,80,24770146,"pop, rap"
Brian McKnight,63,1609586,"contemporary r&b, quiet storm, r&b, urban contemporary"
Sawai Singh Rathore,5,359,
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Matt Healey,5,18,
Munawar Faruqui,51,150027,desi emo rap
Olivia Rodrigo,88,41986790,pop
Spacemen 3,37,82335,"dream pop, experimental rock, noise pop, shoegaze, spacegrunge, uk post-punk"
IDRIS,54,143551,uk tech house
Tempest Shadow (Emily Blunt),35,4279,otacore
Kamala Harris,8,398,
The Clovers,47,49606,"doo-wop, rhythm and blues, rock-and-roll"
Karen Elson,33,33420,british singer-songwriter
Enrique Iglesias,79,11284374,"dance pop, latin pop, mexican pop"
The Dennies,3,472,
John Lennon,76,6264831,"classic rock, rock"
Lil Baby,87,19180629,"atl hip hop, atl trap, rap, trap"
Standout Nov,25,106,
OHGEESY,69,387925,cali rap
Grammy,0,7,
Glen Hansard,53,348949,"irish rock, irish singer-songwriter, melancholia"
New York City Ballet Orchestra,53,2786,
Sinéad O'Connor,65,1297845,"lilith, new wave pop, singer-songwriter"
Burt Bacharach,48,233568,"adult standards, brill building pop, easy listening, lounge"
Jon Mayer Trio,3,327,
Tim Phillips,38,645,
She & Him,59,434092,
Sinéad O'Connor,65,1297845,"lilith, new wave pop, singer-songwriter"
Barack Obama with The Beatles Complete On Ukulele Community Choir,4,95,
North Americans,42,14105,"american primitive, pastoral"
Lawrence Wright,7,10,
ABBA,81,13278440,"europop, swedish pop"
Miley Cyrus,84,25191516,pop
Chloe Sevigny,27,781,
The Pride of Oklahoma,21,1254,college marching band
Nelson Kanzela,57,117036,"cumbia del sureste, tropical tecladista"
Jenny Lewis,46,199975,"alternative country, chamber pop, indie pop, lilith, new americana"
John Gosling,0,4,
Melanie Martinez,79,21612496,"alt z, electropop, pop"
Tequila Rain,15,810,new mexico music
Teddy Riley,41,21486,new jack swing
Sweet Dreams Universe,30,40,
Kenny Burrell,49,91574,"bebop, jazz, jazz guitar, soul jazz, straight-ahead jazz"
rhianne,56,58758,
Harding University Concert Choir,29,4934,"christian a cappella, university choir"
Ryan Flug,4,34,
Meghan Trainor,81,15507268,"hip pop, pop"
Hopsin,60,2417781,"conscious hip hop, indie pop rap"
Braun,24,267,
Pom Pom Squad,42,40501,bubblegrunge
Rini Fang Hutabarat,25,23,
Made famous by Katy Perry,18,285,
Offset,80,4677391,"atl hip hop, hip hop, pop rap, rap, trap"
FKA twigs,66,1295505,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop"
The Mamas & The Papas,71,1903430,"classic rock, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop"
Betty Who,50,297572,"australian dance, dance pop, electropop, metropopolis"
Iced Earth,48,372523,"hard rock, metal, old school thrash, power metal, power thrash, speed metal, symphonic metal, thrash metal, us power metal"
Vampire Weekend,67,1994418,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock"
Selena Gomez,83,51365874,"pop, post-teen pop"
Dre,43,6252,
Butch Walker,38,44169,
Dolly Parton,76,2680258,"classic country pop, country, country dawn"
Howard Stern,25,5816,
Josh Homme,40,54288,
Bnny,45,26493,countrygaze
Dick Curless,35,7717,"bakersfield sound, truck-driving country, western swing"
Steve Harley & Cockney Rebel,46,57310,glam rock
Teen Spirit,0,127,
Spiritual Tony,34,15980,high vibe
Bent Johanson,38,864,
Laura Jane Grace,41,52072,"acoustic punk, folk punk"
Release Hallucination,32,14218,kawaii metal
Schneider,30,7110,thai vtuber
Waterskiing Club,0,74,
Tate McRae,86,6357420,pop
Davison,3,117,
Lola Brooke,52,270708,trap queen
The Drew Thomson Foundation,13,3081,ontario indie
José Feliciano,75,418657,"latin pop, puerto rican pop"
Omega Sapien,44,20144,korean underground rap
Mini Mix,55,2332,
Darlene Love,72,61014,
RUNN,50,26132,"melodic dubstep, pop edm"
The Simpsons,41,47365,novelty
Mike Singer,47,383323,german pop
Flavor Flav,27,9811,east coast hip hop
Monica Ramirez,23,21,
Eagles,78,11221490,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
Brian Wilson,41,158728,"baroque pop, sunshine pop"
Jessie Reyez,68,1441759,"canadian contemporary r&b, canadian pop"
Paul Weller,54,474979,"britpop, solo wave"
Alyson Stoner,48,115736,"post-teen pop, viral pop"
Febuary,37,12400,new wave of screamo
Summer Troupe,17,303,
Mase,65,855400,"contemporary r&b, gangster rap, hardcore hip hop, harlem hip hop, hip hop, hip pop, r&b, southern hip hop, urban contemporary"
Paul Cattermole,0,12,
Betty Jonah,28,0,
DJ Khaled,76,11787254,"hip hop, miami hip hop, pop rap, rap"
"Drop Dead, Gorgeous",34,92685,"nintendocore, screamo"
Gangsta Boo,47,202428,"alternative r&b, dirty south rap, memphis hip hop"
The Beautifully Broken,0,43,
Cookin Soul,57,194774,boom bap espanol
Hilary Duff,57,2358343,"dance pop, pop, post-teen pop"
Ryan Hurd,54,259877,"contemporary country, country pop, country road, modern country rock"
MONSTA X,61,5187354,"k-pop, k-pop boy group"
bodmin moor,0,9,
Killer Mike,64,467401,"alternative hip hop, atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop, political hip hop, southern hip hop"
Leon Bridges,75,1765904,"indie folk, modern blues, neo mellow, neo soul, soul"
Robert Smigel,0,181,
Stardust,62,84665,filter house
Robert Plant,56,1131440,"album rock, art rock, blues rock, classic rock, hard rock, mellow gold, progressive rock, rock, singer-songwriter, uk americana"
Ōxymore,5,273,
Mike McCready,29,7890,
Yo Gabba Gabba,35,17789,children's music
Kenny Chesney,71,4602783,"contemporary country, country, country road"
Cynthia Erivo,80,307645,pop soul
Matt Bellamy,36,38090,
Tamino,57,483866,belgian indie
Brendan Walter,34,7674,
Katy Perry,86,35249477,pop
Chalie Boy,45,117814,dirty south rap
Cher,73,3521726,"dance pop, pop"
Rita Reys,24,3534,dutch jazz
Gracie Abrams,91,3457217,alt z
History,15,758,
Ani DiFranco,47,252886,"anti-folk, buffalo ny indie, ectofolk, lilith, singer-songwriter, women's music"
Jung Kook,87,16630239,k-pop
Randy Travis,67,1845562,"contemporary country, country, country gospel, country road"
Budapest Failoni Chamber Orchestra,48,1641,chamber orchestra
Lyle Lovett,53,215511,"classic texas country, country rock, folk, outlaw country, roots rock, singer-songwriter"
Tommy Dorsey,53,139939,"adult standards, big band, dixieland, jazz trombone, swing, tin pan alley, vintage jazz"
Gustaf Wennerberg,0,1,
Denroy Morgan,25,3331,
Yo Gotti,65,4374532,"dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Jason Chen,47,174474,viral pop
Bachman-Turner Overdrive,59,1047890,"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock"
Matthew K. Heafy,43,24132,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Bill Clinton,16,3044,oratory
AdELA,16,1870,
Pete Seeger,44,180375,"american folk revival, banjo, folk, old-time, singer-songwriter, traditional folk"
Ian Curtis,12,1431,
Josephine Wiggs,2,987,
Paul McCartney,77,4983473,"classic rock, mellow gold, rock, soft rock"
Sabrina Carpenter,94,16168228,pop
Ryan Reynolds,40,11433,
Chino XL,36,40616,"detroit hip hop, hardcore hip hop"
Courtney Baron,10,203,
Rhonda Davidson,2,15,
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Tracy Chapman,72,1869362,"folk, lilith, singer-songwriter, women's music"
Greg Mendez,40,11839,slacker rock
Stewart Copeland,34,20358,rock drums
Experimental Products,7,1365,minimal wave
Betty Who,50,297572,"australian dance, dance pop, electropop, metropopolis"
Angelic Montero,22,15162,
Bree Runway,49,161992,alternative r&b
Tyson Ritter,33,3862,
Liam Payne,72,10250360,pop
Keb' Mo',51,362319,"acoustic blues, blues, country blues, electric blues, modern blues, piedmont blues"
Clarence Thomas,0,157,
Hitmaker Q,8,1076,
Taking Back Sunday,63,884807,"emo, neon pop punk, pop punk, post-hardcore, screamo"
Kim Gordon,39,84826,"no wave, noise rock"
Gagging Order,6,1430,
Neil Young,70,3083188,"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter"
Jon Batiste,62,532625,new orleans jazz
Sharon Van Etten,57,545273,"art pop, chamber pop, indie rock, melancholia, new jersey indie, singer-songwriter"
Liam Hemsworth,5,260,
Johnny Cash,76,6514757,"arkansas country, outlaw country, rock"
Fan Sounds,53,261,sound
Will Forte,9,157,
Justin Vernon,42,73748,eau claire indie
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
James Brown,64,2215079,"funk, soul, vocal jazz"
Skinny Atlas,46,33510,"lo-fi chill, sad lo-fi"
Ludacris,79,3163580,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
Mammoth WVH,47,145714,modern hard rock
Jelly Roll,82,4693355,"country rap, modern country pop, nashville hip hop, tennessee hip hop"
JPEGMAFIA,68,902744,"alternative hip hop, experimental hip hop, industrial hip hop"
GloRilla,83,1471301,southern hip hop
DOWN,48,417038,"alternative metal, groove metal, industrial metal, louisiana metal, nu metal, sludge metal, southern metal, stoner metal, supergroup"
Scott Storch,46,22628,
Tony Bennett,71,962243,"adult standards, easy listening, lounge, vocal jazz"
DIAMANTE,54,139745,"hel, pixie, slayer"
Lee Daniels,0,14,
Return Worship,2,272,
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Son Lux,52,328017,abstract hip hop
Christian Lee Hutson,43,37876,"countrygaze, deep new americana"
Aston 'Family Man' Barrett,19,2301,roots reggae
Paul Cardall,53,61676,"lds, lds instrumental, new age piano"
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
blink-182,79,8673979,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
Sabrina Sterling,37,36857,
Thang Tawng,23,3161,myanmar gospel
Missy Elliott,72,2572667,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop"
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Music For Dogs,50,1337,pet calming
Trauma Tone,48,1702,
Chuck Salamone,35,6030,
The Struts,60,405870,"glam rock, modern alternative rock"
benny blanco,79,1260909,pop
Detail,47,2857,
Farewell Tour,0,51,
Abel Zavala,62,637530,"latin christian, latin worship"
Roach Abuse,17,8,
Daft Punk,82,10309209,"electro, filter house, rock"
Stephanie Hsu,37,3151,show tunes
Dave Wakeling,11,713,
Jimmy Fallon,57,74954,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Movements,60,292335,"alternative emo, dreamo, emo, midwest emo, pop punk, socal pop punk"
Converge,44,219007,"boston hardcore, chaotic hardcore, mathcore, metalcore, post-hardcore, post-rock, sludge metal"
The Howard Roberts Quartet,36,3512,
Shine Like Shadows,0,2492,
Jin,86,8633020,k-pop
Miss Grit,23,13070,
Dove Cameron,72,5262194,pop
accept yourself,0,37,
Jackie Venson,38,65205,austin singer-songwriter
Dan Smith,7,493,
Shoos Off,29,9966,la pop
Busta Rhymes,73,2901239,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
Electric Light Orchestra,73,4186423,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock"
Kanye West,93,28347141,"chicago rap, hip hop, rap"
NATTI NATASHA,75,10447163,"latin pop, rap latina, reggaeton, urbano latino"
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Taurus Tremani Bartlett,0,1,
Project Pat,68,884205,"crunk, dirty south rap, gangster rap, memphis hip hop, trap"
Darren Criss,56,127647,wrock
Fuzzy & Glad,61,917,calming instrumental
Justin Timberlake,83,14810454,"dance pop, pop"
VANNER,34,57489,k-pop boy group
Christian Nodal,82,15337330,"mariachi, musica mexicana, ranchera"
Folket Bortafor Nordavinden,25,9327,viking folk
Yehudi Menuhin,50,36716,violin
Justinb,34,581,
Meek Mill,75,8029344,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
Insane Clown Posse,68,1702589,rap rock
Abdullah Ibrahim,45,60150,"jazz piano, south african jazz"
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Louis Tomlinson,68,7123223,pop
Cardi B,80,24770146,"pop, rap"
Ben Platt,63,508770,show tunes
Kamala Harris,8,398,
Alma Mater,6,533,
Cameron Whitcomb,66,182544,
Billy Joel,79,6483811,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Kat Moss,0,4,
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Yoko Ono,71,141419,"experimental, experimental pop"
Demi Lovato,79,26867135,"pop, post-teen pop"
Connor Rapper,32,3103,anime rap
Pom Pom Squad,42,40501,bubblegrunge
Moneybagg Yo,77,4771794,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Chris Stapleton,83,7815418,"contemporary country, outlaw country"
StonecoldStoke,19,2309,
Sabrina Carpenter,94,16168228,pop
J Mascis,36,85108,"alternative rock, gbvfi, lo-fi, western mass indie"
Kyle Exum,46,212303,"meme, social media pop"
Robert Hunter,11,785,
Courtney Love,43,249322,alternative rock
Melanie Martinez,79,21612496,"alt z, electropop, pop"
Sean Ono Lennon,55,80498,beatlesque
Makonnen,1,783,
Alex Turner,60,966787,sheffield indie
Brandi Carlile,65,851564,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana"
Camila Cabello,83,34209288,"dance pop, pop"
shine archive,24,2538,
Kelly Ripa,0,269,
Whitsett,18,3736,
Anne Clark,41,56242,new romantic
James Landino,46,20624,vgm remix
Tommy Lee Sparta,54,325810,"dancehall, jamaican dancehall, traphall"
Victoria Carbol,37,21497,
Serious Person,0,3,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Kamala Harris,8,398,
Daniel Seavey,56,165917,"singer-songwriter pop, social media pop, teen pop"
JENNIE,82,8037993,k-pop
Father John Misty,72,883826,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler"
Taylor Swift,100,127838324,pop
Mark Lanegan,51,269207,"acoustic rock, garage rock, palm desert scene"
Madonna,81,8234718,"dance pop, pop"
Chris Martin,66,59612,
willnosleep,47,448,
Astley,0,3,
Dakota Johnson,0,438,
Snail Mail,47,392573,"art pop, baltimore indie, bubblegrunge, indie pop, indie rock"
Janis Ian,46,165761,"folk, singer-songwriter"
Taylor Swift,100,127838324,pop
Minnz Piano,60,56493,
The Bastard Suns,30,11311,celtic punk
Katy Healy,51,149,
Billie Joe Armstrong,45,154147,
Frank Ocean,89,16720427,"lgbtq+ hip hop, neo soul"
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
Alice In Chains,75,5438055,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
Justin Bieber,92,79320329,"canadian pop, pop"
Travis Kelce,40,11119,
Pusha T,73,2974589,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop"
Michael Small,52,5542,
Hernando Avilés,19,3714,
Rex Brown,20,28358,southern metal
Teezo Touchdown,74,318177,
Margaret Qualley,8,82,
Grandmaster Flash,43,325134,"bronx hip hop, conscious hip hop, east coast hip hop, hip hop, old school hip hop, rap, turntablism"
Electric Light Orchestra,73,4186423,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock"
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
Marques Houston,49,868390,"contemporary r&b, hip pop, r&b, urban contemporary"
Cameron Paxton,22,299,
GloRilla,83,1471301,southern hip hop
Amélie Farren,59,58658,
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
Michelle Branch,58,667449,"candy pop, dance pop, lilith, neo mellow, pop rock"
Escape the Fate,64,1371490,"alternative metal, metalcore, neon pop punk, pixie, pop punk, post-grunge, screamo"
G Herbo,71,2222300,"chicago drill, chicago rap, drill, trap"
Sam Cooke,70,1699768,"classic soul, soul, vocal jazz"
Chris Martin,66,59612,
The Renaissance Singers,26,216,
sped up nightcore,71,182861,"nightcore, sped up"
Ya Ya,7,2,
Folie a Deux,0,4,
Shakira,88,35739060,"colombian pop, dance pop, latin pop, pop"
Reggie Watts,39,74135,comic
Chaos Angel,0,30,
Flo Milli,74,1303690,viral rap
Cynthia Erivo,80,307645,pop soul
Ty Dolla $ign,84,5817493,"hip hop, pop rap, r&b, southern hip hop, trap, trap soul"
Ethel Cain,69,766474,"countrygaze, indie pop, modern dream pop"
Reach Me,41,239,
Karol German,8,242,
FKA twigs,66,1295505,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop"
Billy Corgan,34,48210,alternative rock
Joshua Bassett,59,1091684,singer-songwriter pop
St. Paul ,32,1706,
Freddy Weller,12,375,
Omar Sosa,37,30170,"jazz cubano, latin jazz"
Delay,24,551,
Obrafour,34,70383,"azonto, ghanaian hip hop, hiplife"
Ludwig Göransson,67,359186,"nordic soundtrack, orchestral soundtrack, soundtrack"
Jolly Jingles,43,542,
Jimmy Kimmel,23,1225,
Nick Cave & The Bad Seeds,67,1480015,"alternative rock, permanent wave, singer-songwriter"
Nile Rodgers,73,158397,disco
Debbie Gibson,56,601459,"freestyle, new wave pop, soft rock"
Buffalo Springfield,65,857148,"album rock, blues rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, southern rock"
Saleka,49,45303,
Kick Puncher,37,9667,"darksynth, synthwave"
Liquor Store,3,1218,garage pop
Grand Hotel Ensemble,7,15,
Marcus King,69,283172,"modern blues, modern blues rock"
My Singing Monsters,53,189386,sillycore
The Temptations,69,3059915,"classic soul, disco, memphis soul, motown, soul"
The Fisk Jubilee Singers,57,6080,"spirituals, vintage gospel, vocal harmony group"
Dueto Las Palomas,48,77995,ranchera
Cher,73,3521726,"dance pop, pop"
Godfrey Smith,22,32,
VybraLo,43,4624,
Al Green,67,2077594,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Caroline Polachek,65,569088,"art pop, escape room, indie pop, indietronica"
VoicePlay,50,172285,a cappella
Jo Stafford,54,90877,torch song
Stealers Wheel,64,181185,folk rock
Scarface,57,961076,"conscious hip hop, dirty south rap, gangster rap, hardcore hip hop"
Gomez & Tritter,5,11,
Dream Theater,64,1647040,"metal, progressive metal"
Ezra Koenig,42,15657,
Dead Sara,51,125687,slayer
Jack White,61,1382061,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock"
Bill Lee,49,2325,movie tunes
Steven Tyler,45,103010,modern country rock
Taylor Swift,100,127838324,pop
Argent,33,57624,"blues rock, country rock, progressive rock, psychedelic rock, symphonic rock"
Hugh Jackman,70,661641,"hollywood, show tunes"
James Blake,71,1503203,"art pop, indie soul, indietronica, uk alternative pop"
Pamela Anderson,14,189,
Linkin Park,93,27952596,"alternative metal, nu metal, post-grunge, rap metal, rock"
Sabrina Carpenter,94,16168228,pop
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Sufjan Stevens,73,2129736,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter"
Cat Burns,63,395691,uk pop
Shailene Woodley,8,38,
Adriel Favela,66,1617757,"banda, corrido, corridos alternativos, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Wham,25,142,
Ensemble - Tangled,50,1005,
James Newton Howard,65,374340,"orchestral soundtrack, soundtrack"
Yeezy,11,441,
Studio Gangsters,0,36,
Kathleen Hannah,12,16,
Man Like Devin,12,588,west coast reggae
Abel Tesfaye,22,33,
Justin Timberlake,83,14810454,"dance pop, pop"
Brothers Osborne,61,1262662,"contemporary country, country, country road, modern country rock, modern southern rock"
"Tyler, The Creator",94,18305464,"hip hop, rap"
Tiny Habits,54,83098,boston folk
Alanis Morissette,69,2953803,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Deftones,81,6282182,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Galen Ayers,13,563,
Masego,72,1466568,"alternative r&b, indie soul"
RAC,56,168527,"indietronica, metropopolis, nu disco, shimmer pop"
And More,14,0,
Cedric Burnside,36,34113,"black americana, memphis americana, modern blues, modern blues rock"
Anija Markovina Wormsen,16,20,
Don Julio,4,4902,
Taylor Swift,100,127838324,pop
Fantasia,59,2134780,"contemporary r&b, hip pop, r&b, urban contemporary"
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Diplo,79,2708725,"dance pop, edm, electro house, moombahton, pop dance"
Rick Astley,67,1317119,"new romantic, new wave pop, soft rock, sophisti-pop, synthpop"
JINBO,0,1,
中島健人,59,16897,
Kathleen Edwards,39,62751,"alternative country, canadian americana, canadian country, canadian indie, canadian singer-songwriter, ectofolk, melancholia, ottawa indie"
Loudon Wainwright III,45,83076,"folk, singer-songwriter"
Diane Warren,38,14892,
DRAIN,46,98172,california hardcore
Bella Thorne,43,1110092,post-teen pop
Gizzelle,16,103,
Mundane,6,122,
Brophy,27,410,
R. Kelly,69,2437162,
Snail Mail,47,392573,"art pop, baltimore indie, bubblegrunge, indie pop, indie rock"
Justin Deblieck,37,101,
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
Knocked Loose,65,533975,"kentucky metal, kentucky punk"
Jim James,45,128196,shiver pop
Dove Cameron,72,5262194,pop
Sabrina Carpenter,94,16168228,pop
Jude Kelly,8,138,
Bob Neuwirth,12,1565,alternative roots rock
Jocelyn Enriquez,41,15996,freestyle
Brandon Flowers,51,476106,vegas indie
Captain Beefheart & His Magic Band,44,207652,"experimental, experimental rock, outsider, protopunk, psychedelic rock, singer-songwriter, zolo"
Tommy Newport,54,63734,kansas indie
Angelo Moore,22,1491,
Hayley Williams,65,749857,art pop
Planes Mistaken For Stars,31,20838,"emo, emo punk, midwest emo"
Mashup DJ's,24,4041,
Mars Boomin,35,443,
Portishead,66,2137278,"alternative rock, art pop, dark pop, electronica, laboratorio, trip hop"
Stephen Marley,61,683015,"reggae, roots reggae"
Robert Smith ,37,2671,
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Lucy Dacus,69,531972,"art pop, indie pop"
Jaguar Wright,32,71333,neo soul
HonestlyAction,24,12,
Barry Mann,31,6602,"brill building pop, doo-wop"
Shakira,88,35739060,"colombian pop, dance pop, latin pop, pop"
Daniel Seavey,56,165917,"singer-songwriter pop, social media pop, teen pop"
Gifted Hands,38,25944,
Roma Sinfonietta,52,1177,
Victoria,45,35700,
Pete Wentz,24,5537,
Chris Lord-Alge,40,1115,
Treman,42,1156,neo-classical
Zhou Shen,59,572006,"chinese talent show, mainland chinese pop"
Oliver Anthony Music,64,894548,modern country pop
Set It Off,68,1046333,"electropowerpop, otacore, pixie, pov: indie"
Activation,41,39398,high vibe
Karl Lagerfeld,11,310,
Lil Harold,2,19,
Charles Fambrough,10,537,
Norman Wilhelmina,19,2,
Phillippa Murphy-Haste,11,1,
Matt Hansen,72,583906,"gen z singer-songwriter, singer-songwriter pop"
Rock Beerbohm,17,28,
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
Ross Lynch,60,1057044,post-teen pop
Jelly Gallery,5,17,
Jauz,54,390033,"brostep, edm, electro house"
Sean Stemaly,52,74804,"country pop, modern country pop"
